Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS_Bike,MTRANS_Motorbike,MTRANS_Public_Transportation,MTRANS_Walking,NObeyesdad_Normal_Weight,NObeyesdad_Obesity_Type_I,NObeyesdad_Obesity_Type_II,NObeyesdad_Obesity_Type_III,NObeyesdad_Overweight_Level_I,NObeyesdad_Overweight_Level_II,Obesity_Level
1,0.23559949569003846,0.49999999999999956,0.24623410850422633,no,yes,0.5,0.6089680092188896,Sometimes,0,0.5,no,1.0,0.5,Sometimes,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.4590678444655376,0.5499999999999994,0.29807286818932666,no,yes,0.5,0.0,no,0,0.5,no,0.0,0.0,Sometimes,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.4590678444655376,0.5749999999999997,0.20735503874040118,yes,yes,0.5,0.6089680092188896,Sometimes,0,0.5,no,0.0,1.0,Sometimes,0,0,0,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.34733367007778826,0.5249999999999999,0.23327441858295128,yes,yes,0.5,0.6089680092188896,Frequently,0,0.0,no,0.3333333333333333,0.5,no,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.34733367007778826,0.42500000000000027,0.38879069763825214,yes,yes,0.0,0.6089680092188896,Frequently,0,0.5,no,0.0,0.5,no,0,0,1,0,0,0,0,0,1,0,NObeyesdad_Overweight_Level_I
1,0.570802018853287,0.8749999999999996,0.6609441859850285,yes,yes,0.0,0.6089680092188896,Always,0,0.5,no,0.0,1.0,Frequently,0,0,1,0,0,0,0,0,0,1,NObeyesdad_Overweight_Level_II
1,0.570802018853287,0.49999999999999956,0.7257426355914038,yes,yes,0.5,0.6089680092188896,Always,0,0.5,no,0.0,0.5,Frequently,0,0,0,0,0,1,0,0,0,0,NObeyesdad_Obesity_Type_I
1,1.0,0.7749999999999999,0.9460573642530801,yes,yes,0.0,0.6089680092188896,no,1,0.5,yes,0.0,0.0,Frequently,0,0,0,0,0,0,1,0,0,0,NObeyesdad_Obesity_Type_II
1,0.570802018853287,0.8749999999999996,0.27215348834677644,yes,no,0.5,0.6089680092188896,no,0,1.0,no,0.0,0.5,Sometimes,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.570802018853287,0.49999999999999956,0.5313472867722779,yes,yes,0.5,0.6089680092188896,Always,0,0.5,no,0.0,1.0,no,0,0,1,0,0,0,0,0,0,1,NObeyesdad_Overweight_Level_II
0,0.4590678444655376,0.5499999999999994,0.1425565891340258,yes,no,1.0,0.6089680092188896,no,0,1.0,yes,0.6666666666666666,0.5,Sometimes,0,0,1,0,0,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.6825361932410368,0.49999999999999956,0.27215348834677644,yes,no,0.5,0.6089680092188896,Sometimes,0,1.0,yes,0.3333333333333333,0.0,no,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.12386532130228911,0.9999999999999996,0.3369519379531518,yes,no,0.5,0.6089680092188896,Sometimes,0,1.0,no,0.6666666666666666,0.5,Sometimes,1,0,0,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.6825361932410368,0.6249999999999996,0.5961457363786531,yes,yes,0.5,0.6089680092188896,Frequently,0,1.0,no,0.0,0.5,Frequently,0,0,1,0,0,0,0,0,0,1,NObeyesdad_Overweight_Level_II
0,0.570802018853287,0.44999999999999973,0.07775813952765043,yes,no,1.0,0.6089680092188896,Sometimes,0,1.0,yes,0.6666666666666666,0.0,no,0,0,1,0,0,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.6825361932410368,0.375,0.07775813952765043,yes,no,0.5,0.6089680092188896,no,0,0.5,no,0.3333333333333333,0.0,no,0,0,1,0,0,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.6825361932410368,0.6249999999999996,0.5313472867722779,yes,yes,0.5,0.6089680092188896,Sometimes,0,1.0,no,0.0,0.0,no,0,0,1,0,0,0,0,0,0,1,NObeyesdad_Overweight_Level_II
0,0.570802018853287,0.49999999999999956,0.6609441859850285,yes,yes,0.5,0.6089680092188896,Sometimes,0,1.0,no,0.0,0.5,no,0,0,1,0,0,1,0,0,0,0,NObeyesdad_Obesity_Type_I
1,0.570802018853287,0.49999999999999956,0.27215348834677644,yes,no,0.5,0.6089680092188896,Sometimes,0,0.5,no,0.0,0.0,Sometimes,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.12386532130228911,0.44999999999999973,0.24623410850422633,no,no,1.0,0.6089680092188896,Sometimes,0,0.5,yes,0.0,0.0,no,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,1.0,0.8749999999999996,0.6739038759063036,yes,yes,0.5,0.6089680092188896,Frequently,0,0.5,no,0.0,0.0,Sometimes,0,0,1,0,0,0,0,0,0,1,NObeyesdad_Overweight_Level_II
1,0.570802018853287,0.5499999999999994,0.6026255813392907,yes,yes,0.5,0.6089680092188896,Always,0,0.5,no,0.0,0.5,no,0,0,1,0,0,1,0,0,0,0,NObeyesdad_Obesity_Type_I
0,0.12386532130228911,0.375,0.07775813952765043,no,no,1.0,0.6089680092188896,no,0,1.0,yes,0.6666666666666666,0.0,no,0,0,0,1,0,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.7942703676287861,0.6249999999999996,0.570226356536103,yes,yes,0.5,0.6089680092188896,Frequently,0,0.5,no,0.0,0.5,Sometimes,0,0,1,0,0,0,0,0,0,1,NObeyesdad_Overweight_Level_II
1,0.570802018853287,0.49999999999999956,0.2527139534648639,yes,no,0.5,0.6089680092188896,Sometimes,0,0.5,no,0.0,0.0,no,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.34733367007778826,0.9999999999999996,0.570226356536103,yes,yes,0.5,0.0,Frequently,0,1.0,no,0.3333333333333333,0.0,no,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.12386532130228911,0.9250000000000003,0.6220651162212034,yes,yes,0.5,0.6089680092188896,Sometimes,0,0.5,no,0.0,0.0,no,0,0,1,0,0,0,0,0,1,0,NObeyesdad_Overweight_Level_I
0,0.4590678444655376,0.49999999999999956,0.3369519379531518,yes,yes,0.5,0.6089680092188896,Frequently,0,0.5,yes,0.3333333333333333,0.0,no,0,0,0,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,1.0,0.6249999999999996,0.5054279069297276,yes,yes,1.0,0.6089680092188896,Sometimes,0,0.0,no,0.6666666666666666,0.5,Frequently,0,0,0,0,0,0,0,0,0,1,NObeyesdad_Overweight_Level_II
0,0.7942703676287861,0.44999999999999973,0.6998232557488537,no,no,1.0,1.0,Always,0,0.0,no,0.6666666666666666,0.0,no,0,0,1,0,0,0,1,0,0,0,NObeyesdad_Obesity_Type_II
0,0.23559949569003846,0.3999999999999999,0.32399224803187676,yes,no,1.0,0.6089680092188896,Always,0,0.5,yes,0.0,0.5,Frequently,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,1.0,0.8249999999999997,0.5831860464573781,yes,no,1.0,1.0,Frequently,0,1.0,yes,1.0,0.0,Frequently,0,0,0,1,0,0,0,0,1,0,NObeyesdad_Overweight_Level_I
0,0.23559949569003846,0.375,0.23327441858295128,no,no,1.0,0.6089680092188896,Always,0,0.5,no,0.3333333333333333,0.0,no,0,0,0,1,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.6825361932410368,0.375,0.1166372092914757,no,yes,1.0,0.6089680092188896,Sometimes,0,0.5,no,0.6666666666666666,0.0,no,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.9060045420165359,0.6249999999999996,0.4017503875595272,yes,no,1.0,0.0,Frequently,0,0.5,no,0.6666666666666666,0.0,Frequently,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.570802018853287,0.5249999999999999,0.27215348834677644,yes,no,0.5,0.6089680092188896,Sometimes,0,0.5,no,1.0,0.0,Sometimes,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.34733367007778826,0.17499999999999982,0.03887906976382527,no,no,1.0,0.0,Frequently,0,0.0,no,0.0,0.0,Sometimes,0,0,1,0,0,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.34733367007778826,0.17499999999999982,0.03887906976382527,no,no,1.0,0.0,Frequently,0,0.0,no,0.0,0.0,Sometimes,0,0,1,0,0,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.570802018853287,0.6749999999999994,0.4017503875595272,no,no,0.5,0.6089680092188896,Sometimes,0,0.5,no,1.0,0.5,Frequently,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.34733367007778826,0.6000000000000001,0.3110325581106017,no,yes,1.0,0.0,Sometimes,0,0.0,no,0.0,0.0,Sometimes,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.4590678444655376,0.6249999999999996,0.355095503842937,yes,no,0.5,0.6089680092188896,Frequently,0,0.5,no,0.0,0.0,no,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.34733367007778826,0.25,0.23327441858295128,no,yes,0.5,1.0,Frequently,0,0.5,yes,0.6666666666666666,0.0,Sometimes,0,0,0,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.4590678444655376,0.49999999999999956,0.24623410850422633,yes,yes,1.0,1.0,Frequently,0,0.5,no,0.3333333333333333,0.0,Sometimes,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,1.0,0.2749999999999999,0.5313472867722779,yes,yes,0.5,0.6089680092188896,Sometimes,0,0.5,no,0.0,0.0,Sometimes,0,0,0,0,0,1,0,0,0,0,NObeyesdad_Obesity_Type_I
0,0.7942703676287861,0.30000000000000027,0.20735503874040118,no,yes,0.5,0.0,Sometimes,0,0.5,no,0.6666666666666666,0.0,Sometimes,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.7942703676287861,0.30000000000000027,0.20735503874040118,no,yes,0.5,0.0,Sometimes,0,0.5,no,0.6666666666666666,0.0,Sometimes,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.4590678444655376,0.9999999999999996,0.6609441859850285,yes,yes,0.5,0.6089680092188896,Always,0,0.0,no,0.0,0.5,Sometimes,0,0,0,0,0,0,0,0,1,0,NObeyesdad_Overweight_Level_I
1,0.4590678444655376,0.7499999999999996,0.7257426355914038,yes,no,0.5,0.6089680092188896,Sometimes,0,1.0,no,1.0,1.0,no,0,0,0,1,0,1,0,0,0,0,NObeyesdad_Obesity_Type_I
0,0.34733367007778826,0.49999999999999956,0.6350248061424784,yes,yes,1.0,0.0,Sometimes,0,1.0,no,0.6666666666666666,0.5,no,0,0,1,0,0,1,0,0,0,0,NObeyesdad_Obesity_Type_I
1,0.34733367007778826,0.7499999999999996,0.46654883716590256,yes,yes,1.0,0.6089680092188896,Sometimes,0,0.5,no,0.0,0.5,Sometimes,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.4590678444655376,0.3250000000000002,0.24623410850422633,yes,yes,0.5,0.0,Sometimes,0,0.0,no,0.0,0.0,no,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.012131146914539315,0.2749999999999999,0.15551627905530085,yes,yes,0.5,1.0,Frequently,0,0.5,no,0.3333333333333333,0.0,Sometimes,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.4590678444655376,0.125,0.12959689921275075,yes,no,0.5,0.0,Sometimes,0,0.5,no,1.0,0.0,no,0,0,0,1,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.12386532130228911,0.3999999999999999,0.29807286818932666,yes,yes,1.0,0.0,Frequently,0,0.5,no,0.3333333333333333,0.0,Frequently,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.0,0.7499999999999996,0.23327441858295128,yes,yes,1.0,0.6089680092188896,Frequently,0,0.5,no,0.0,0.5,no,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.0,0.49999999999999956,0.6091054262999283,yes,yes,1.0,0.6089680092188896,Sometimes,0,0.0,no,1.0,1.0,no,0,0,0,1,0,1,0,0,0,0,NObeyesdad_Obesity_Type_I
0,0.0,0.6249999999999996,0.5961457363786531,yes,no,0.5,0.6089680092188896,Frequently,0,0.5,no,0.3333333333333333,0.5,no,0,0,1,0,0,0,0,0,0,1,NObeyesdad_Overweight_Level_II
1,0.570802018853287,0.42500000000000027,0.18143565889785096,yes,yes,0.5,0.6089680092188896,Sometimes,0,0.5,no,0.3333333333333333,0.5,Sometimes,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.12386532130228911,0.44999999999999973,0.4795085270871776,yes,no,1.0,0.6089680092188896,Frequently,1,1.0,no,0.6666666666666666,0.5,Sometimes,0,0,0,0,0,0,0,0,0,1,NObeyesdad_Overweight_Level_II
0,0.570802018853287,0.5499999999999994,0.46654883716590256,yes,yes,0.5,0.6089680092188896,Frequently,1,0.5,no,0.0,1.0,no,0,0,0,1,0,0,0,0,1,0,NObeyesdad_Overweight_Level_I
1,0.570802018853287,0.9999999999999996,0.7257426355914038,yes,yes,0.0,0.6089680092188896,Frequently,0,0.5,no,0.0,1.0,Frequently,0,0,1,0,0,0,0,0,0,1,NObeyesdad_Overweight_Level_II
1,0.34733367007778826,0.7499999999999996,0.1425565891340258,yes,no,1.0,1.0,Frequently,0,0.0,no,0.3333333333333333,0.0,no,0,0,0,1,0,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.6825361932410368,0.5249999999999999,0.3628713177957019,yes,yes,1.0,0.0,Sometimes,0,0.5,no,0.3333333333333333,0.0,no,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
